index,MEDIA_PREC_ANUAL,Aridity Index,dias_s_chuv,latitude,longitude
83531,1793.7100000000003,1.2908863629764586,242.53846153846155,-18.51972221,-46.43916666
83536,1159.7566666666667,0.875095682786515,282.4666666666667,-18.74749999,-44.45472222
83538,1559.3500000000001,1.2547615778511392,241.75,-18.2386111,-43.61694443
83550,965.2566666666668,0.8414033735766809,209.53846153846155,-18.71388888,-39.8486111
83552,911.8633333333333,0.5450929915784682,266.1,-19.00461,-57.672338
83565,1360.9566666666667,0.9983885494714363,250.46153846153845,-19.66361111,-51.19138888
83570,1405.0199999999998,0.8089145529078706,267.6923076923077,-19.228937,-45.001336
83574,1465.634482758621,0.8053416648016921,253.2,-20.034803,-48.930435
83577,1734.3933333333327,1.3392028110748524,245.3,-19.73722221,-47.94972221
83579,1604.38,1.4160257059498953,236.83333333333334,-19.60555555,-46.94972221
83582,1745.5633333333337,1.367577895791985,249.53846153846155,-20.0311111,-46.00888888
83586,1903.23,1.1023965782172378,259.6666666666667,-19.48454,-44.173798
83587,1974.9689655172413,1.3940915985381026,255.4,-19.93444444,-43.95222222
83589,1511.0033333333336,1.0212677062744993,242.8181818181818,-19.020355,-43.433948
83592,1600.1833333333332,0.9748291975118349,254.76923076923077,-19.73583333,-42.13722221
83595,982.4799999999998,0.5369530360348292,264.5625,-19.494872,-41.077647
83597,832.4833333333331,0.82472636856986,216.7058823529412,-19.416256,-40.073235
83623,1375.99,0.8354324099456737,252.70588235294116,-20.43972221,-49.9836111
83630,1672.6866666666667,1.4171166483261939,231.05,-20.584314,-47.382427
83639,1364.9399999999996,1.3947237612722108,252.8181818181818,-20.526119,-41.90913
83642,1872.0500000000002,1.0676776210693586,250.69230769230768,-20.7625,-42.86388888
83648,1055.9366666666667,0.8379501139197509,230.72727272727272,-20.31583333,-40.31694443
83669,1380.7933333333333,1.1980912591703605,245.83333333333331,-21.461019,-47.579512
83676,1376.2133333333331,0.9269601002010691,252.27272727272725,-21.122377,-48.947513
83683,1976.4766666666667,1.3650585442964165,231.57142857142858,-21.68138888,-45.94083333
83687,1755.2133333333334,1.1784894466040021,240.88235294117646,-21.2261111,-44.97972221
83689,1619.1033333333332,1.6277261611658307,229.76923076923077,-21.23962,-43.781458
83692,1790.6999999999998,1.7554525435407349,231.35294117647058,-21.76999999,-43.36444444
83695,862.5466666666667,0.8593159447585911,252.30769230769232,-21.20444444,-41.90555555
83698,651.8500000000001,0.6478892528681037,250.75,-21.74249999,-41.33277777
83702,2097.1866666666674,1.7042340840444012,250.27272727272725,-22.5525,-55.71638888
83704,2259.5666666666657,1.0953814675005218,265.8,-22.300371,-53.822894
83714,1595.4733333333331,1.5480357320300255,198.66666666666666,-22.75027777,-45.60388888
83716,1337.1233333333337,0.9180251121257189,255.36363636363637,-22.119874,-51.408624
83718,798.4866666666666,1.3120468733330095,236.33333333333334,-22.02222221,-42.36444444
83726,1595.5833333333328,1.305302705829347,240.28571428571428,-21.98027777,-47.88388888
83736,1837.8933333333332,1.417541755709076,233.94117647058823,-22.126273,-45.043327
83737,1898.986666666667,1.568093838236466,246.33333333333331,-22.382805,-44.966902
83738,1041.0800000000002,1.4823787302444347,201.66666666666666,-22.45111111,-44.44472221
83743,413.9166666666667,0.905193848433318,237.88888888888889,-22.89555555,-43.18472221
83744,670.4,1.558042999761127,213.375,-22.41722221,-42.97222221
83773,1509.1700000000008,1.5037719962072782,246.1,-23.083579,-48.911718
83781,1658.723333333334,1.6568798004309473,229.20689655172413,-23.49638888,-46.61999999
83784,1336.5666666666666,1.046294674122849,240.26666666666665,-23.0388889,-45.5158333
83805,1163.8733333333332,0.7526989361307154,253.125,-21.53694444,-42.16083333
